export_version,figure,panel,panel_title,plot_order,point_index,group,method,scenario,kappa,m,x,y,value,probability,count,style_key,label
tikz-v3,figure1,A,Controlled Gaussian shift,1,58,calibration,,,,,-0.3900775349718981,0.06049336292820414,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,59,calibration,,,,,-0.2525636900827287,-0.1314341282955037,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,60,calibration,,,,,-1.1237364033378716,-1.0625167726053308,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,61,calibration,,,,,-1.1048874265556958,0.8541761892830148,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,62,calibration,,,,,-0.042927645306500624,1.3294155167842834,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,63,calibration,,,,,1.5207529925333378,-0.9528322120913313,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,64,calibration,,,,,-1.354253599078169,-0.6523079740296829,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,65,calibration,,,,,1.2108760194897856,1.4022234526810124,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,66,calibration,,,,,-0.9093851103831854,1.1533794409236904,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,67,calibration,,,,,0.4927980549665563,0.6139764516534427,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,68,calibration,,,,,-0.5652279654267558,-0.3437765872121555,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,69,calibration,,,,,0.715439876285466,0.39983951320595995,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,70,calibration,,,,,-1.7584759906743657,-0.5890394801465095,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,71,calibration,,,,,1.1443767401058174,0.5877385757046577,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,72,calibration,,,,,-1.085466210465067,1.6565121945566768,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,73,calibration,,,,,1.7290039347437243,1.2935180730479166,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,74,calibration,,,,,-1.513378393708015,-1.376341580475188,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,75,calibration,,,,,-0.21846882167925788,0.034750933910328165,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,76,calibration,,,,,0.2511662680784184,-3.258297996161821,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,77,calibration,,,,,0.6726348504651477,-0.7395780377982138,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,78,calibration,,,,,-0.277155311478845,-0.5929791897609954,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,79,calibration,,,,,0.7738843537017094,1.6273388760370093,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,80,calibration,,,,,-0.36202763682023964,-0.841380785978481,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,81,calibration,,,,,2.385770441865757,0.4166716075270894,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,82,calibration,,,,,-0.22957388714419816,0.5068046570287029,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,83,calibration,,,,,-1.022954226198878,-0.2604653461991021,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,84,calibration,,,,,-0.039001252689810986,0.07877494177936584,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,85,calibration,,,,,1.0827971909750207,-0.2528845777620879,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,86,calibration,,,,,1.0311663379571316,0.09215835536094805,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,87,calibration,,,,,0.30048632707744855,0.2915340580969665,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,88,calibration,,,,,0.6423306560877563,-0.3506643596718699,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,89,calibration,,,,,-0.15022959045251574,-0.761235614712469,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,90,calibration,,,,,0.4230454298767551,-0.2737485838822843,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,91,calibration,,,,,0.4238832688012311,0.03021662245813607,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,92,calibration,,,,,-0.09386435077207277,-0.6078856004242549,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,93,calibration,,,,,-0.747910555671077,1.0752448472151357,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,94,calibration,,,,,-0.28727176749061706,0.17236609971193514,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,95,calibration,,,,,1.8487249859618182,-0.04846968463913809,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,96,calibration,,,,,-0.12140772974331546,-1.074882498182321,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,97,calibration,,,,,0.6691631302995287,0.7033380492186477,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,98,calibration,,,,,1.1676953285659761,-2.4118548693079607,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,99,calibration,,,,,0.9645219939826156,-0.17671544473211467,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,100,calibration,,,,,2.6937064180957213,1.2658826672001935,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,101,calibration,,,,,0.12352040823958968,-0.8286760874770129,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,102,calibration,,,,,-0.04548155032248142,0.9965240355781423,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,103,calibration,,,,,0.7622697678060713,-0.588255872193908,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,104,calibration,,,,,0.9737875514270263,-0.055081115037306484,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,105,calibration,,,,,1.6240766249002592,-1.0293947033015263,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,106,calibration,,,,,0.08376632509367338,-1.3361731813327395,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,107,calibration,,,,,-0.5607256473952649,-0.03267985343108167,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,108,calibration,,,,,0.09971349821418796,-0.9933843448279697,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,109,calibration,,,,,-0.09008064095599197,-1.0664584775940562,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,110,calibration,,,,,0.1324381087793701,0.737983629101127,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,111,calibration,,,,,-0.3758312378390817,0.6420649291285572,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,112,calibration,,,,,-0.11527293144403408,0.25113610505214695,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,113,calibration,,,,,-0.31262602427310315,0.5808401425240501,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,114,calibration,,,,,0.9977998990207639,-0.11097741041113368,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,115,calibration,,,,,-1.7297482170899,0.0743228597273122,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,116,calibration,,,,,0.42882742169898563,0.22620713660930766,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,117,calibration,,,,,1.2881942222537428,-0.5084341988767862,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,118,calibration,,,,,0.1960272504156612,-1.181949857873511,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,119,calibration,,,,,1.4535731790189623,-0.27926876882324614,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,120,calibration,,,,,-0.04612111595362387,-0.49447996002371397,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,121,calibration,,,,,0.7026418854301183,0.6412655789899618,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,122,calibration,,,,,-0.594010632364429,0.6911096293298621,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,123,calibration,,,,,-1.1140905966525243,-1.4293151528634207,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,124,calibration,,,,,-0.22565199500759195,0.4709017191768687,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,125,calibration,,,,,0.8703659484602185,-0.49226067420977054,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,126,calibration,,,,,-0.4253969760655298,0.4380520537526597,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,127,calibration,,,,,-0.7597052757871778,-0.2390085447214582,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,128,calibration,,,,,-0.7634328162093795,0.07760029351262934,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,129,calibration,,,,,-0.08631882865713676,-0.07395628788240527,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,130,calibration,,,,,0.6242373446195729,0.29983731673425185,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,131,calibration,,,,,0.052882492606470086,1.818815784712086,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,132,calibration,,,,,-1.405575637472712,0.5507294645345997,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,133,calibration,,,,,-1.4354055831520192,-0.2859997950769009,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,134,calibration,,,,,1.406451185517706,-1.2272433515573382,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,135,calibration,,,,,0.062174569232372905,0.8881144605027929,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,136,calibration,,,,,-0.503600124995637,-0.5317178148808307,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,137,calibration,,,,,0.022867025780072162,0.002936657670181772,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,138,calibration,,,,,-0.04072061776996143,-0.02232002087352312,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,139,calibration,,,,,-0.6119665834367858,0.874777527409661,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,140,calibration,,,,,-1.007682315087005,0.7638739493532423,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,141,calibration,,,,,-0.9198523738960052,-0.3028791553345246,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,142,calibration,,,,,-0.35288465881420583,-0.13744657173106467,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,143,calibration,,,,,-1.9745977388323166,-0.11978780640927246,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,144,calibration,,,,,1.148350701214281,0.1948602045066305,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,145,calibration,,,,,-0.2269625193483891,0.21877868698655928,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,146,calibration,,,,,-0.05809044260073279,-0.9314497769986517,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,147,calibration,,,,,0.25927242112566357,-0.07785490581238742,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,148,calibration,,,,,-0.8386884067989053,0.337329370639109,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,149,calibration,,,,,-1.7848532799356702,0.2563174975670523,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,150,calibration,,,,,1.5399870044117407,1.2218479764541483,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,151,calibration,,,,,-0.008607937762332974,0.32377486382618226,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,152,calibration,,,,,1.3637369587941683,-1.642833949971673,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,153,calibration,,,,,0.27908582820490985,-1.7381845016830806,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,154,calibration,,,,,0.4687489047796161,1.6316974155894268,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,155,calibration,,,,,2.5365854966948036,-1.3879911649534895,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,156,calibration,,,,,-0.3636539410995183,1.003749249339288,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,157,calibration,,,,,1.3932519296423547,-0.8903133247800956,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,158,calibration,,,,,-1.0477424027554019,-0.17743949295712397,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,159,calibration,,,,,0.2742872012392611,-1.5602819330985251,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,160,calibration,,,,,-0.1190713381986432,0.2272319056522205,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,161,calibration,,,,,2.000788306487242,0.013873914815785685,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,162,calibration,,,,,-0.3264427179992019,0.6685493564829988,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,163,calibration,,,,,0.22993523249361156,0.794261074649633,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,164,calibration,,,,,-0.12314337599775739,-1.6791830423518084,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,165,calibration,,,,,-1.0434135487690306,-1.531884518065467,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,166,calibration,,,,,0.16009153862950143,0.12823087969729352,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,167,calibration,,,,,0.4206893327975024,-0.6299230408766592,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,168,calibration,,,,,1.2423915083134285,0.06349061560031431,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,169,calibration,,,,,0.9554707918543361,0.8611184436335841,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,170,calibration,,,,,0.4058533679730508,-1.3852550971207436,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,171,calibration,,,,,-1.8213043138309726,0.19887407069237054,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,172,calibration,,,,,0.7365501692823752,0.49722973209408794,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,173,calibration,,,,,0.4345459299274199,-2.7231262352359744,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,174,calibration,,,,,-1.788657045086645,1.2612540477249552,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,175,calibration,,,,,0.07656458851965342,0.2630470243420635,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,176,calibration,,,,,-0.575883493426669,-0.3157083103617788,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,177,calibration,,,,,0.20358214835060806,-0.8586701528939675,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,178,calibration,,,,,-0.8967726986215917,0.76942291780137,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,179,calibration,,,,,0.6642023421266331,-0.6770355354214556,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,180,calibration,,,,,1.5011961729725507,0.5834719648304137,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,181,calibration,,,,,-0.45405576237789114,0.5236747016714957,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,182,calibration,,,,,-0.6446384323323997,-2.2066088770870156,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,183,calibration,,,,,-0.6020949461713585,1.1013506748882922,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,184,calibration,,,,,1.1081350323228423,0.6812445305890532,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,185,calibration,,,,,1.2186250286287788,0.2870611963286048,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,186,calibration,,,,,-0.9539094563483063,0.46591915623472124,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,187,calibration,,,,,-0.5390585842930351,0.7746176718613684,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,188,calibration,,,,,-0.5013867307437402,-1.3183363628358982,,,,calibration,$P_0$ calibration
tikz-v3,figure1,A,Controlled Gaussian shift,1,189,calibration,,,,,0.5505988927772403,1.2904920791654766,,,,calibration,$P_0$ calibration
