export_version,figure,panel,panel_title,plot_order,point_index,group,method,scenario,kappa,m,x,y,value,probability,count,style_key,label
tikz-v2,figure2,A,Perfect score separation,1,19,calibration,,,,,-0.05256408096022472,0.18405682395116343,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,20,calibration,,,,,-0.4174332527303154,0.18372171037934543,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,21,calibration,,,,,-0.7842828234721566,0.20763364820776306,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,22,calibration,,,,,0.7952513772134832,0.20223034675791435,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,23,calibration,,,,,-1.909603089309439,0.17193553071529594,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,24,calibration,,,,,-1.8616746625439553,0.18565319924926063,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,25,calibration,,,,,-1.663970372382136,0.2031431063921523,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,26,calibration,,,,,-0.6906047050569049,0.19776275145065653,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,27,calibration,,,,,1.1317459133879677,0.1939261540027418,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,28,calibration,,,,,1.283247907021852,0.20170570861130865,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,29,calibration,,,,,0.09199047010295865,0.1957979116005565,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,30,calibration,,,,,-0.6492302893589952,0.2183079486712742,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,31,calibration,,,,,-0.4935458995373999,0.21488269746547817,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,32,calibration,,,,,-1.0212327955333012,0.1845709932920982,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,33,calibration,,,,,0.4815486264316629,0.21670844470896905,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,34,calibration,,,,,-0.7665341336349352,0.18085788909415368,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,35,calibration,,,,,-0.051438902766717205,0.220976119754588,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,36,calibration,,,,,-0.6342839069533026,0.18924653238290065,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,37,calibration,,,,,-2.1743483039358487,0.22631761258191324,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,38,calibration,,,,,-1.7963750039425754,0.19212564370148297,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,39,calibration,,,,,0.43259275600212543,0.1767556196952632,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,40,calibration,,,,,0.5602046699101219,0.17726021894907026,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,41,calibration,,,,,-0.5696827749319069,0.17699373594835247,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,42,calibration,,,,,0.14804579926002776,0.19012427659287762,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,43,calibration,,,,,-0.12317758626421298,0.20700128657649233,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,44,calibration,,,,,0.6285965029475582,0.187418017016121,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,45,calibration,,,,,-0.22485798127603293,0.1914440085198465,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,46,calibration,,,,,0.9594344341878399,0.20169656845852518,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,47,calibration,,,,,-1.0820520307767048,0.1977963949218077,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,48,calibration,,,,,0.3935192346037758,0.1969245471094676,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,49,calibration,,,,,1.9544776510918138,0.2007166885766049,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,50,calibration,,,,,-0.6607326914206548,0.25609424638731326,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,51,calibration,,,,,-0.6238255958587153,0.18138948753814016,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,52,calibration,,,,,-0.8246409283870645,0.1874021347031752,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,53,calibration,,,,,1.5891971071429616,0.19580092159539308,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,54,calibration,,,,,-0.14883270321703437,0.19000171804802313,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,55,calibration,,,,,2.136833987431196,0.18579681344744758,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,56,calibration,,,,,0.9320158920471184,0.17068761292300827,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,57,calibration,,,,,1.9976532076609639,0.19393136332282368,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,58,calibration,,,,,0.086161999956702,0.22542352020231157,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,59,calibration,,,,,0.4130402909245523,0.20931157859233296,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,60,calibration,,,,,0.7394115944703503,0.17010937197708162,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,61,calibration,,,,,-2.2522093453908454,0.19985237019083055,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,62,calibration,,,,,2.954724505461876,0.17603278499489433,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,63,calibration,,,,,-0.3477341261048773,0.20620533594003607,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,64,calibration,,,,,0.13863730644672265,0.18599287548809154,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,65,calibration,,,,,0.02892735884060507,0.19136385320381297,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,66,calibration,,,,,0.881792041479111,0.2071305542326127,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,67,calibration,,,,,1.0925789412083797,0.1894282648649337,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,68,calibration,,,,,0.7340736423191307,0.23224801340132709,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,69,calibration,,,,,-1.8467343479212919,0.20341910324297507,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,70,calibration,,,,,0.2097269844218323,0.19835524937899496,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,71,calibration,,,,,0.7228724996687119,0.1685926262138099,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,72,calibration,,,,,-0.07313585356663889,0.23461414064574393,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,73,calibration,,,,,-0.10666360011645237,0.2055561624830826,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,74,calibration,,,,,-0.2382868851690676,0.17516518074271384,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,75,calibration,,,,,0.0025454193997799424,0.21620241585699124,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,76,calibration,,,,,-1.3384998054181736,0.18550133702447136,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,77,calibration,,,,,-1.130923611995774,0.21199740106326628,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,78,calibration,,,,,0.6225597660144243,0.20484642496035893,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,1,79,calibration,,,,,0.6108133723387272,0.18114366202703777,,,,calibration,calibration scores
tikz-v2,figure2,A,Perfect score separation,2,0,inlier,,,,,1.2013898904798477,0.33768144486508583,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,1,inlier,,,,,0.28303756573160516,0.33637432036372944,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,2,inlier,,,,,-1.53048909068177,0.34793865644710215,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,3,inlier,,,,,0.42620059935265553,0.3743869742888032,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,4,inlier,,,,,0.02685013873821229,0.32431307281044214,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,5,inlier,,,,,0.6748790559232275,0.37222492080943564,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,6,inlier,,,,,-0.14568406263031278,0.3751320328338772,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,7,inlier,,,,,-0.6335042479824071,0.34288614604242923,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,8,inlier,,,,,0.7313017217210009,0.3252086348065436,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,9,inlier,,,,,0.769047683136302,0.2918144156300345,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,10,inlier,,,,,0.7711094772140885,0.32179182177289234,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,11,inlier,,,,,0.18371550918426638,0.32674687942464975,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,12,inlier,,,,,0.5742527593803581,0.34318080877125756,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,13,inlier,,,,,1.8643818648350632,0.3556942428534067,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,14,inlier,,,,,-1.9788538689821802,0.33644212142932206,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,15,inlier,,,,,0.602429490487999,0.3536269121835779,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,16,inlier,,,,,0.3880083175532141,0.3548491006841497,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,17,inlier,,,,,-0.6846592603568113,0.3441976474096397,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,18,inlier,,,,,0.5473293533959891,0.3462646892304771,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,19,inlier,,,,,-0.0420083819586101,0.31596276357435404,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,20,inlier,,,,,-0.05301702194001606,0.31880000781358975,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,21,inlier,,,,,-0.5594544836982096,0.32912861652565684,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,22,inlier,,,,,-0.8344228803474418,0.3350018986173387,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,23,inlier,,,,,-0.8045611910269312,0.37030808432906553,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,24,inlier,,,,,0.2208141863559361,0.3352036197617394,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,25,inlier,,,,,1.385934246582099,0.365470327703807,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,26,inlier,,,,,-1.1140473081577276,0.33404279607626863,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,27,inlier,,,,,-1.1242093080677487,0.337024073835131,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,28,inlier,,,,,-0.4900299015365262,0.36448592055536455,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,29,inlier,,,,,1.3004385161298977,0.3414279083843064,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,30,inlier,,,,,0.8049490584673279,0.3589358701169416,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,31,inlier,,,,,-0.6073990770997071,0.39063262817090594,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,32,inlier,,,,,-0.6329497612541981,0.33101278072976265,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,33,inlier,,,,,-1.4978756044054273,0.33195086019813713,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,34,inlier,,,,,0.032117136186247966,0.35436221020494324,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,35,inlier,,,,,-1.436444563306484,0.33929889212568254,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,36,inlier,,,,,-0.9863138396577125,0.32945551802854217,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,37,inlier,,,,,0.12261159338921751,0.34837876750845964,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,38,inlier,,,,,0.6205424026060379,0.3274129730968902,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,39,inlier,,,,,-0.06342027488862563,0.3371975903200456,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,40,inlier,,,,,0.4220390300744577,0.3220955523518971,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,41,inlier,,,,,0.18885924741633656,0.3296916367908632,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,42,inlier,,,,,0.8529271018432947,0.3289569239211346,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,43,inlier,,,,,0.31481100934217415,0.33034883625583994,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,44,inlier,,,,,0.8029459353334115,0.36629250305651917,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,45,inlier,,,,,1.6632965309635357,0.34418154257080635,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,46,inlier,,,,,-0.02638148712790047,0.34439779555714356,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,47,inlier,,,,,-0.042960055845270184,0.3479649415966228,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,48,inlier,,,,,-0.12326993036449282,0.34533102640960717,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,49,inlier,,,,,2.0278877840365492,0.3327544966278756,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,50,inlier,,,,,0.429508147853141,0.3619472474703665,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,51,inlier,,,,,1.133897410268897,0.3040651305991446,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,52,inlier,,,,,1.2577647376266154,0.32888300833611145,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,53,inlier,,,,,0.6162352532184082,0.35542023391077926,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,54,inlier,,,,,-0.7363456703868846,0.3435249521900382,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,55,inlier,,,,,0.9965449999846668,0.3294216793249221,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,56,inlier,,,,,-0.14749515167080934,0.3012755148708743,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,57,inlier,,,,,-0.7409905709763099,0.3210970260142526,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,58,inlier,,,,,0.8878013429852767,0.3122577195951219,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,59,inlier,,,,,-1.8441377414969033,0.32500947954233544,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,60,inlier,,,,,0.5366649097511307,0.3425543435473394,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,61,inlier,,,,,-0.3373470062230138,0.3438941456137563,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,62,inlier,,,,,-1.5745056833333035,0.365051099945257,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,63,inlier,,,,,0.3557591429926313,0.34550578374374347,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,64,inlier,,,,,0.25699299426021033,0.34578904402644917,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,65,inlier,,,,,-0.13766823801366632,0.3230724148707133,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,66,inlier,,,,,-0.4161409382217654,0.3225919898199651,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,67,inlier,,,,,-1.4408864073858496,0.32431568877205746,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,68,inlier,,,,,0.436562630354151,0.30968299638915475,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,2,69,inlier,,,,,0.5154659693343729,0.3313361238910719,,,,inlier,test inliers
tikz-v2,figure2,A,Perfect score separation,3,0,anomaly,,,,,4.03193147137345,0.4854586907187387,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,1,anomaly,,,,,3.963240827695232,0.5148005724912533,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,2,anomaly,,,,,3.9549677040087396,0.5114230717843361,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,3,anomaly,,,,,4.0294689913712824,0.4747977713893594,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,4,anomaly,,,,,4.001530122122802,0.4988474902686016,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,5,anomaly,,,,,4.063120895359346,0.4903466214512241,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,6,anomaly,,,,,3.9643327698787547,0.497796832102914,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,7,anomaly,,,,,4.067220883929691,0.4722065814293603,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,8,anomaly,,,,,3.9781602351140406,0.4971931746938083,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,9,anomaly,,,,,4.021330374166376,0.5031980121313183,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,10,anomaly,,,,,4.068525996441561,0.48900104753150914,,,,anomaly,test anomalies
tikz-v2,figure2,A,Perfect score separation,3,11,anomaly,,,,,4.005937938195112,0.5199688840269298,,,,anomaly,test anomalies
