export_version,figure,panel,panel_title,plot_order,point_index,group,method,scenario,kappa,m,x,y,value,probability,count,style_key,label
tikz-v2,figure2,C,Detectability ratio calibration,2,14,detectability_curve,randomized_wedf,baseline,,,0.011679853430204393,0.972,0.972,0.972,500,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,15,detectability_curve,randomized_wedf,baseline,,,0.20570503679849686,0.9409090909090909,0.9409090909090909,0.9409090909090909,1100,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,16,detectability_curve,randomized_wedf,baseline,,,0.4170240531140115,0.902,0.902,0.902,1000,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,17,detectability_curve,randomized_wedf,baseline,,,0.6279918509235864,0.8144444444444444,0.8144444444444444,0.8144444444444444,900,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,18,detectability_curve,randomized_wedf,baseline,,,0.8228494682625971,0.7666666666666667,0.7666666666666667,0.7666666666666667,300,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,19,detectability_curve,randomized_wedf,baseline,,,0.8366211781194857,0.692,0.692,0.692,500,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,20,detectability_curve,randomized_wedf,baseline,,,1.043887818076524,0.6185714285714285,0.6185714285714285,0.6185714285714285,700,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,21,detectability_curve,randomized_wedf,baseline,,,1.2498836438632743,0.49666666666666665,0.49666666666666665,0.49666666666666665,600,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,22,detectability_curve,randomized_wedf,baseline,,,1.4652816576702277,0.436,0.436,0.436,500,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,23,detectability_curve,randomized_wedf,baseline,,,1.6639458107687914,0.4025,0.4025,0.4025,400,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,24,detectability_curve,randomized_wedf,baseline,,,1.8804391566166627,0.2966666666666667,0.2966666666666667,0.2966666666666667,300,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,25,detectability_curve,randomized_wedf,baseline,,,2.0868956873011317,0.2,0.2,0.2,200,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,2,26,detectability_curve,randomized_wedf,baseline,,,2.2976147487268226,0.09,0.09,0.09,100,randomized_wedf,Randomized WEDF
tikz-v2,figure2,C,Detectability ratio calibration,3,0,detectability_curve,oracle_continuous_tail,baseline,,,-2.2770987608197286,1.0,1.0,1.0,100,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,1,detectability_curve,oracle_continuous_tail,baseline,,,-2.070229947802018,1.0,1.0,1.0,200,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,2,detectability_curve,oracle_continuous_tail,baseline,,,-1.8643018080813352,1.0,1.0,1.0,300,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,3,detectability_curve,oracle_continuous_tail,baseline,,,-1.6669221927636653,1.0,1.0,1.0,100,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,4,detectability_curve,oracle_continuous_tail,baseline,,,-1.655566043722013,1.0,1.0,1.0,300,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,5,detectability_curve,oracle_continuous_tail,baseline,,,-1.452523752048961,1.0,1.0,1.0,500,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,6,detectability_curve,oracle_continuous_tail,baseline,,,-1.2396020709378845,1.0,1.0,1.0,600,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,7,detectability_curve,oracle_continuous_tail,baseline,,,-1.0397557161599453,1.0,1.0,1.0,700,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,8,detectability_curve,oracle_continuous_tail,baseline,,,-0.838982660772412,1.0,1.0,1.0,200,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,9,detectability_curve,oracle_continuous_tail,baseline,,,-0.8269388747107224,1.0,1.0,1.0,600,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,10,detectability_curve,oracle_continuous_tail,baseline,,,-0.623343309278808,1.0,1.0,1.0,900,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,11,detectability_curve,oracle_continuous_tail,baseline,,,-0.4167129017865513,1.0,1.0,1.0,1000,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,12,detectability_curve,oracle_continuous_tail,baseline,,,-0.20281872632188902,1.0,1.0,1.0,1100,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,13,detectability_curve,oracle_continuous_tail,baseline,,,-0.006257678177795924,1.0,1.0,1.0,700,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,14,detectability_curve,oracle_continuous_tail,baseline,,,0.011679853430204393,1.0,1.0,1.0,500,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,15,detectability_curve,oracle_continuous_tail,baseline,,,0.20570503679849686,1.0,1.0,1.0,1100,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,16,detectability_curve,oracle_continuous_tail,baseline,,,0.4170240531140115,1.0,1.0,1.0,1000,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,17,detectability_curve,oracle_continuous_tail,baseline,,,0.6279918509235864,1.0,1.0,1.0,900,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,18,detectability_curve,oracle_continuous_tail,baseline,,,0.8228494682625971,1.0,1.0,1.0,300,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,19,detectability_curve,oracle_continuous_tail,baseline,,,0.8366211781194857,1.0,1.0,1.0,500,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,20,detectability_curve,oracle_continuous_tail,baseline,,,1.043887818076524,1.0,1.0,1.0,700,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,21,detectability_curve,oracle_continuous_tail,baseline,,,1.2498836438632743,1.0,1.0,1.0,600,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,22,detectability_curve,oracle_continuous_tail,baseline,,,1.4652816576702277,1.0,1.0,1.0,500,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,23,detectability_curve,oracle_continuous_tail,baseline,,,1.6639458107687914,1.0,1.0,1.0,400,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,24,detectability_curve,oracle_continuous_tail,baseline,,,1.8804391566166627,1.0,1.0,1.0,300,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,25,detectability_curve,oracle_continuous_tail,baseline,,,2.0868956873011317,1.0,1.0,1.0,200,oracle_continuous_tail,Oracle continuous tail
tikz-v2,figure2,C,Detectability ratio calibration,3,26,detectability_curve,oracle_continuous_tail,baseline,,,2.2976147487268226,1.0,1.0,1.0,100,oracle_continuous_tail,Oracle continuous tail
